l_orderkey | l_partkey | l_suppkey | l_linenumber | l_quantity | l_extendedprice | l_discount | l_tax | l_returnflag | l_linestatus | l_shipdate | l_commitdate | l_receiptdate | l_shipinstruct | l_shipmode | l_comment
41281 | 43655 | 6160 | 1 | 17 | 27177.05 | 0.07 | 0.05 | A | F | 1992-01-30 | 1992-04-07 | 1992-02-16 | NONE | AIR | y carefully ironic
52517 | 76229 | 3751 | 1 | 23 | 27720.06 | 0.06 | 0.00 | A | F | 1992-01-30 | 1992-03-27 | 1992-02-27 | DELIVER IN PERSON | SHIP | lyly express platelets
59969 | 22964 | 2965 | 2 | 2 | 3773.92 | 0.03 | 0.08 | A | F | 1992-01-30 | 1992-04-11 | 1992-02-11 | COLLECT COD | FOB | thely regula
65991 | 39954 | 7464 | 1 | 3 | 5681.85 | 0.03 | 0.02 | A | F | 1992-01-30 | 1992-03-01 | 1992-02-04 | TAKE BACK RETURN | REG AIR | y bold pinto beans among the quickly pend
75655 | 109937 | 9938 | 2 | 29 | 56460.97 | 0.07 | 0.01 | R | F | 1992-01-30 | 1992-02-23 | 1992-02-02 | TAKE BACK RETURN | SHIP | unts use a
77318 | 163487 | 1036 | 1 | 25 | 38762 | 0.09 | 0.03 | R | F | 1992-01-30 | 1992-02-15 | 1992-02-14 | DELIVER IN PERSON | AIR | above the closely ironic asymptotes. carefu
91941 | 13560 | 1064 | 3 | 31 | 45680.36 | 0.07 | 0.00 | A | F | 1992-01-30 | 1992-02-27 | 1992-02-17 | NONE | MAIL | fully blithely reg
96039 | 102166 | 2167 | 3 | 47 | 54903.52 | 0.08 | 0.02 | A | F | 1992-01-30 | 1992-02-20 | 1992-02-11 | NONE | SHIP | quests det
7107 | 36949 | 1956 | 3 | 21 | 39604.74 | 0.04 | 0.03 | A | F | 1992-01-31 | 1992-02-25 | 1992-02-23 | DELIVER IN PERSON | RAIL | t platelets after the quick cour
7618 | 133376 | 916 | 7 | 24 | 33824.88 | 0.08 | 0.03 | R | F | 1992-01-31 | 1992-03-09 | 1992-02-01 | TAKE BACK RETURN | FOB |  use around the
36582 | 80088 | 5105 | 4 | 45 | 48063.6 | 0.06 | 0.07 | R | F | 1992-01-31 | 1992-02-16 | 1992-02-26 | COLLECT COD | REG AIR | ts haggle slyly sly
37347 | 128515 | 8516 | 6 | 13 | 20065.63 | 0.02 | 0.01 | R | F | 1992-01-31 | 1992-04-02 | 1992-02-21 | DELIVER IN PERSON | TRUCK | regular platelets cajole fur
50433 | 92480 | 8 | 6 | 46 | 67734.08 | 0.06 | 0.03 | A | F | 1992-01-31 | 1992-03-12 | 1992-02-11 | NONE | REG AIR | dolites? blithely r
60869 | 94539 | 2067 | 3 | 28 | 42938.84 | 0.10 | 0.02 | R | F | 1992-01-31 | 1992-04-06 | 1992-02-12 | COLLECT COD | SHIP | ions detect; slyly ironic depos
67235 | 89133 | 4150 | 2 | 36 | 40396.68 | 0.07 | 0.08 | A | F | 1992-01-31 | 1992-03-26 | 1992-02-11 | TAKE BACK RETURN | TRUCK | ar accounts breach across the 
68869 | 126208 | 8721 | 3 | 13 | 16044.6 | 0.00 | 0.00 | R | F | 1992-01-31 | 1992-03-19 | 1992-02-24 | DELIVER IN PERSON | TRUCK | ven deposits against the f
69476 | 1593 | 6594 | 2 | 46 | 68751.14 | 0.05 | 0.02 | R | F | 1992-01-31 | 1992-02-11 | 1992-02-13 | NONE | REG AIR |  express platelets above the sp
70983 | 184105 | 6624 | 3 | 46 | 54698.6 | 0.05 | 0.02 | A | F | 1992-01-31 | 1992-03-19 | 1992-02-20 | COLLECT COD | SHIP | eep furiously beside th
74023 | 157083 | 9599 | 2 | 13 | 14821.04 | 0.06 | 0.02 | A | F | 1992-01-31 | 1992-02-08 | 1992-02-28 | NONE | RAIL | sits. carefully final packages boost b
74758 | 142038 | 7067 | 1 | 6 | 6480.18 | 0.09 | 0.03 | A | F | 1992-01-31 | 1992-04-27 | 1992-02-02 | DELIVER IN PERSON | FOB | ial accounts. regu
78276 | 54739 | 9750 | 3 | 45 | 76217.85 | 0.03 | 0.01 | A | F | 1992-01-31 | 1992-03-24 | 1992-02-25 | TAKE BACK RETURN | AIR | ts sleep regular, eve
85953 | 1729 | 4230 | 1 | 3 | 4892.16 | 0.00 | 0.04 | A | F | 1992-01-31 | 1992-04-28 | 1992-02-13 | NONE | FOB | , final pinto beans 
3011 | 122709 | 2710 | 2 | 42 | 72731.4 | 0.05 | 0.00 | A | F | 1992-02-01 | 1992-03-18 | 1992-02-29 | NONE | TRUCK | osits haggle quickly pending, 
3712 | 140013 | 5042 | 1 | 27 | 28431.27 | 0.01 | 0.05 | R | F | 1992-02-01 | 1992-02-26 | 1992-03-02 | TAKE BACK RETURN | SHIP | ctions. even accounts haggle alongside 
4800 | 175228 | 5229 | 4 | 38 | 49522.36 | 0.10 | 0.08 | R | F | 1992-02-01 | 1992-02-28 | 1992-02-21 | NONE | TRUCK | s sleep fluffily. furiou
6278 | 15097 | 7599 | 2 | 1 | 1012.09 | 0.03 | 0.07 | A | F | 1992-02-01 | 1992-03-01 | 1992-02-25 | TAKE BACK RETURN | TRUCK |  doggedly silent deposits; 
7042 | 82450 | 7467 | 4 | 49 | 70190.05 | 0.06 | 0.06 | R | F | 1992-02-01 | 1992-03-26 | 1992-02-14 | COLLECT COD | SHIP | eans are. quickly regular account
15491 | 176116 | 3668 | 1 | 10 | 11921.1 | 0.08 | 0.05 | R | F | 1992-02-01 | 1992-03-18 | 1992-02-27 | TAKE BACK RETURN | MAIL | y final package
32615 | 195452 | 3010 | 1 | 17 | 26306.65 | 0.09 | 0.03 | A | F | 1992-02-01 | 1992-02-29 | 1992-02-26 | TAKE BACK RETURN | TRUCK | tes. carefully unusual 
33410 | 140665 | 5694 | 2 | 36 | 61403.76 | 0.03 | 0.08 | A | F | 1992-02-01 | 1992-04-02 | 1992-02-12 | DELIVER IN PERSON | AIR | ove the blithely 
51269 | 137026 | 2053 | 5 | 12 | 12756.24 | 0.00 | 0.00 | R | F | 1992-02-01 | 1992-03-28 | 1992-02-17 | COLLECT COD | MAIL | ackages at the slyly ex
54177 | 45495 | 8000 | 1 | 38 | 54738.62 | 0.10 | 0.01 | A | F | 1992-02-01 | 1992-02-28 | 1992-02-02 | COLLECT COD | FOB | uriously even foxes. furiously express
60869 | 133619 | 1159 | 6 | 23 | 38010.03 | 0.07 | 0.06 | R | F | 1992-02-01 | 1992-03-13 | 1992-02-19 | NONE | RAIL |  quiet, bold pinto beans n
73507 | 64199 | 6706 | 4 | 11 | 12795.09 | 0.05 | 0.02 | A | F | 1992-02-01 | 1992-02-24 | 1992-02-04 | DELIVER IN PERSON | SHIP | sts use furiously 
82561 | 117283 | 4817 | 3 | 42 | 54611.76 | 0.06 | 0.07 | A | F | 1992-02-01 | 1992-02-16 | 1992-02-29 | NONE | REG AIR | s cajole f
88134 | 196697 | 4255 | 2 | 12 | 21524.28 | 0.03 | 0.06 | R | F | 1992-02-01 | 1992-04-04 | 1992-02-17 | TAKE BACK RETURN | RAIL | fully pending deposits. carefully ironic 
89954 | 150684 | 3200 | 2 | 15 | 26020.2 | 0.02 | 0.00 | A | F | 1992-02-01 | 1992-03-28 | 1992-02-18 | COLLECT COD | FOB | its. blithely ironic 
95527 | 157744 | 260 | 2 | 9 | 16215.66 | 0.08 | 0.02 | R | F | 1992-02-01 | 1992-04-10 | 1992-02-26 | TAKE BACK RETURN | SHIP | ng excuses. furiously regular
9925 | 50339 | 2845 | 2 | 46 | 59309.18 | 0.09 | 0.04 | R | F | 1992-02-02 | 1992-03-26 | 1992-02-06 | DELIVER IN PERSON | FOB | ns. pending, special deposits
21382 | 57998 | 7999 | 5 | 46 | 89975.54 | 0.00 | 0.07 | R | F | 1992-02-02 | 1992-04-03 | 1992-02-09 | COLLECT COD | SHIP | es haggle across the carefully express excu
22914 | 14723 | 4724 | 3 | 21 | 34392.12 | 0.03 | 0.04 | R | F | 1992-02-02 | 1992-03-24 | 1992-02-05 | NONE | TRUCK | express instructions
33285 | 31164 | 6171 | 4 | 33 | 36140.28 | 0.00 | 0.03 | R | F | 1992-02-02 | 1992-03-25 | 1992-02-29 | NONE | RAIL | s boost blithely ironic theodolite
42753 | 109555 | 7086 | 3 | 19 | 29726.45 | 0.04 | 0.03 | A | F | 1992-02-02 | 1992-02-18 | 1992-02-07 | NONE | FOB | . regular requests integra
46563 | 170410 | 5445 | 4 | 36 | 53294.76 | 0.09 | 0.02 | R | F | 1992-02-02 | 1992-04-11 | 1992-02-28 | NONE | FOB | t pinto beans. regular depos
48704 | 168608 | 1125 | 3 | 37 | 62034.2 | 0.01 | 0.06 | R | F | 1992-02-02 | 1992-02-19 | 1992-03-01 | NONE | AIR | carefully slyly regular 
51269 | 130609 | 610 | 4 | 27 | 44269.2 | 0.09 | 0.04 | R | F | 1992-02-02 | 1992-03-31 | 1992-03-01 | DELIVER IN PERSON | SHIP | blithely bold acc
67462 | 72000 | 4508 | 3 | 25 | 24300 | 0.08 | 0.00 | R | F | 1992-02-02 | 1992-03-09 | 1992-02-11 | DELIVER IN PERSON | TRUCK | pending sentiments
78276 | 44190 | 6695 | 1 | 35 | 39696.65 | 0.10 | 0.03 | A | F | 1992-02-02 | 1992-02-19 | 1992-02-05 | TAKE BACK RETURN | MAIL | ckages wake busily a
101286 | 30879 | 5886 | 2 | 35 | 63345.45 | 0.03 | 0.06 | R | F | 1992-02-02 | 1992-03-18 | 1992-02-23 | TAKE BACK RETURN | TRUCK | s. slyly pending theodoli
20003 | 83313 | 838 | 5 | 9 | 11666.79 | 0.07 | 0.05 | R | F | 1992-02-03 | 1992-03-23 | 1992-02-07 | TAKE BACK RETURN | SHIP | usly against the packages. regular requests
28129 | 87250 | 4775 | 1 | 6 | 7423.5 | 0.01 | 0.05 | A | F | 1992-02-03 | 1992-03-05 | 1992-02-29 | NONE | REG AIR | the carefully ironic foxes. final f
39648 | 53443 | 3444 | 2 | 19 | 26532.36 | 0.02 | 0.04 | R | F | 1992-02-03 | 1992-03-30 | 1992-02-21 | DELIVER IN PERSON | RAIL | hely about the final dep
56645 | 99860 | 7388 | 6 | 4 | 7439.44 | 0.05 | 0.05 | A | F | 1992-02-03 | 1992-02-09 | 1992-03-01 | DELIVER IN PERSON | MAIL | ons. furiously bold foxes are ca
59456 | 199838 | 7396 | 5 | 33 | 63948.39 | 0.02 | 0.01 | A | F | 1992-02-03 | 1992-03-03 | 1992-02-08 | DELIVER IN PERSON | RAIL | . silent pinto beans ar
67462 | 2480 | 4981 | 1 | 30 | 41474.4 | 0.05 | 0.08 | A | F | 1992-02-03 | 1992-02-19 | 1992-03-02 | COLLECT COD | MAIL | pt the final courts. instructions
73507 | 21214 | 8721 | 1 | 7 | 7946.47 | 0.05 | 0.06 | R | F | 1992-02-03 | 1992-04-14 | 1992-02-04 | NONE | RAIL | ly pending
83782 | 163215 | 764 | 6 | 3 | 3834.63 | 0.01 | 0.06 | A | F | 1992-02-03 | 1992-03-07 | 1992-02-27 | TAKE BACK RETURN | MAIL | braids along the bold accounts cajole qui
89954 | 172332 | 2333 | 5 | 2 | 2808.66 | 0.03 | 0.05 | A | F | 1992-02-03 | 1992-02-25 | 1992-02-23 | COLLECT COD | MAIL | fter the sl
95203 | 155096 | 7612 | 6 | 5 | 5755.45 | 0.06 | 0.07 | A | F | 1992-02-03 | 1992-02-25 | 1992-02-23 | TAKE BACK RETURN | MAIL | furiously regular accounts solve 
96870 | 54290 | 9301 | 2 | 40 | 49771.6 | 0.03 | 0.06 | A | F | 1992-02-03 | 1992-02-16 | 1992-02-08 | NONE | AIR | e regular dependencies. never final dep
2688 | 24410 | 6913 | 4 | 3 | 4003.23 | 0.00 | 0.03 | R | F | 1992-02-04 | 1992-03-18 | 1992-02-24 | DELIVER IN PERSON | RAIL | e fluffily 
37377 | 26461 | 6462 | 2 | 28 | 38848.88 | 0.04 | 0.06 | R | F | 1992-02-04 | 1992-04-04 | 1992-02-23 | NONE | AIR | ing requests are alo
46788 | 186830 | 4385 | 5 | 26 | 49837.58 | 0.01 | 0.08 | A | F | 1992-02-04 | 1992-04-21 | 1992-02-27 | NONE | REG AIR | ans. blithely express 
51232 | 170197 | 7749 | 3 | 48 | 60825.12 | 0.08 | 0.07 | R | F | 1992-02-04 | 1992-03-25 | 1992-02-20 | NONE | TRUCK | ar gifts migh
55618 | 46277 | 3790 | 6 | 32 | 39144.64 | 0.04 | 0.07 | R | F | 1992-02-04 | 1992-04-06 | 1992-02-26 | NONE | REG AIR | . accounts slee
64901 | 38629 | 6139 | 4 | 35 | 54866.7 | 0.03 | 0.02 | A | F | 1992-02-04 | 1992-04-17 | 1992-02-22 | NONE | REG AIR | hely fluffy pa
72519 | 160515 | 516 | 1 | 40 | 63020.4 | 0.02 | 0.08 | R | F | 1992-02-04 | 1992-02-17 | 1992-03-05 | TAKE BACK RETURN | FOB | hin packages boost blithely sly fo
6373 | 23652 | 8657 | 3 | 48 | 75631.2 | 0.10 | 0.06 | R | F | 1992-02-05 | 1992-04-11 | 1992-02-28 | TAKE BACK RETURN | TRUCK | sleep carefully blithely
7618 | 13720 | 1224 | 4 | 47 | 76784.84 | 0.04 | 0.03 | R | F | 1992-02-05 | 1992-03-24 | 1992-02-11 | NONE | TRUCK | d platelets boost silently
17540 | 172088 | 2089 | 3 | 2 | 2320.16 | 0.08 | 0.06 | A | F | 1992-02-05 | 1992-04-03 | 1992-02-10 | NONE | AIR | uickly pending instr
28582 | 189456 | 7011 | 6 | 5 | 7727.25 | 0.09 | 0.08 | A | F | 1992-02-05 | 1992-03-19 | 1992-02-12 | COLLECT COD | RAIL | eposits. unusual accou
41312 | 183028 | 8065 | 2 | 22 | 24442.44 | 0.01 | 0.07 | R | F | 1992-02-05 | 1992-04-14 | 1992-02-17 | NONE | REG AIR | he carefully re
52516 | 163344 | 5861 | 3 | 48 | 67552.32 | 0.01 | 0.05 | R | F | 1992-02-05 | 1992-03-24 | 1992-02-06 | DELIVER IN PERSON | SHIP | re carefully. 
95750 | 44524 | 4525 | 3 | 25 | 36713 | 0.05 | 0.05 | R | F | 1992-02-05 | 1992-03-30 | 1992-02-06 | DELIVER IN PERSON | REG AIR | nts. quickly ironic
98884 | 62049 | 2050 | 2 | 33 | 33364.32 | 0.09 | 0.06 | A | F | 1992-02-05 | 1992-03-06 | 1992-03-06 | DELIVER IN PERSON | MAIL | l theodolites. even, ev
99171 | 128289 | 802 | 1 | 2 | 2634.56 | 0.01 | 0.03 | R | F | 1992-02-05 | 1992-04-19 | 1992-02-09 | COLLECT COD | TRUCK | ven requests. regula
26053 | 131028 | 1029 | 4 | 25 | 26475.5 | 0.01 | 0.01 | A | F | 1992-02-06 | 1992-03-18 | 1992-02-15 | DELIVER IN PERSON | MAIL |  final accounts. silent wat
37377 | 100350 | 351 | 6 | 12 | 16204.2 | 0.01 | 0.07 | R | F | 1992-02-06 | 1992-04-01 | 1992-02-18 | NONE | FOB | fter the slyly special ideas. bo
43494 | 158051 | 5597 | 3 | 30 | 33271.5 | 0.04 | 0.04 | A | F | 1992-02-06 | 1992-03-25 | 1992-03-03 | DELIVER IN PERSON | TRUCK | gular deposits across the unusual theodo
54177 | 78239 | 3254 | 3 | 45 | 54775.35 | 0.04 | 0.04 | A | F | 1992-02-06 | 1992-04-24 | 1992-02-18 | DELIVER IN PERSON | MAIL | sly slyly regular foxes. requ
54307 | 45619 | 3132 | 6 | 20 | 31292.2 | 0.07 | 0.04 | R | F | 1992-02-06 | 1992-03-15 | 1992-02-27 | NONE | AIR | . ironic, unusu
67462 | 64883 | 2402 | 2 | 7 | 12935.16 | 0.06 | 0.06 | R | F | 1992-02-06 | 1992-02-10 | 1992-03-01 | DELIVER IN PERSON | SHIP | ironic accounts. carefully ir
75170 | 169396 | 4429 | 1 | 29 | 42496.31 | 0.04 | 0.00 | R | F | 1992-02-06 | 1992-02-24 | 1992-02-10 | DELIVER IN PERSON | MAIL | er the ruthlessly regular pinto beans 
4292 | 39824 | 7334 | 2 | 1 | 1763.82 | 0.03 | 0.01 | A | F | 1992-02-07 | 1992-03-16 | 1992-02-10 | DELIVER IN PERSON | FOB |  the furiously ev
4998 | 62376 | 7389 | 4 | 47 | 62903.39 | 0.10 | 0.04 | A | F | 1992-02-07 | 1992-03-07 | 1992-02-19 | DELIVER IN PERSON | TRUCK | mong the careful
12644 | 109752 | 7283 | 1 | 19 | 33473.25 | 0.09 | 0.04 | A | F | 1992-02-07 | 1992-03-31 | 1992-02-24 | DELIVER IN PERSON | AIR | r furiously final packa
24005 | 197115 | 7116 | 2 | 46 | 55757.06 | 0.04 | 0.08 | R | F | 1992-02-07 | 1992-02-26 | 1992-02-18 | NONE | SHIP | quickly sly deposits abo
24167 | 103913 | 6424 | 4 | 21 | 40255.11 | 0.08 | 0.01 | R | F | 1992-02-07 | 1992-02-21 | 1992-02-26 | TAKE BACK RETURN | TRUCK |  regular package
37543 | 116846 | 9358 | 4 | 23 | 42845.32 | 0.04 | 0.06 | A | F | 1992-02-07 | 1992-03-16 | 1992-02-26 | COLLECT COD | SHIP | regular sheaves. blithely regular excuses
58178 | 192770 | 328 | 3 | 2 | 3725.54 | 0.05 | 0.07 | A | F | 1992-02-07 | 1992-04-07 | 1992-02-28 | DELIVER IN PERSON | RAIL | ts use ironicall
69280 | 13196 | 3197 | 2 | 42 | 46585.98 | 0.05 | 0.02 | R | F | 1992-02-07 | 1992-03-01 | 1992-02-20 | COLLECT COD | TRUCK | he even foxes are final accounts. in
77634 | 142840 | 2841 | 6 | 1 | 1882.84 | 0.00 | 0.04 | R | F | 1992-02-07 | 1992-02-26 | 1992-02-11 | DELIVER IN PERSON | REG AIR | ronic, express packa
88806 | 58163 | 669 | 6 | 3 | 3363.48 | 0.06 | 0.07 | R | F | 1992-02-07 | 1992-04-07 | 1992-02-13 | NONE | AIR | fluffily. bold pinto beans nag arou
101027 | 73357 | 8372 | 3 | 29 | 38580.15 | 0.09 | 0.00 | R | F | 1992-02-07 | 1992-04-19 | 1992-02-22 | TAKE BACK RETURN | RAIL | coys. slyly ironic ideas e
9253 | 18312 | 814 | 5 | 23 | 28297.13 | 0.00 | 0.02 | A | F | 1992-02-08 | 1992-03-27 | 1992-02-19 | TAKE BACK RETURN | RAIL | deposits print 
21382 | 47640 | 7641 | 3 | 26 | 41278.64 | 0.01 | 0.06 | R | F | 1992-02-08 | 1992-03-26 | 1992-02-13 | NONE | FOB | hang after the esc
23268 | 78157 | 3172 | 4 | 32 | 36324.8 | 0.10 | 0.05 | R | F | 1992-02-08 | 1992-02-20 | 1992-02-11 | DELIVER IN PERSON | AIR |  to the express foxes.
44608 | 150119 | 7665 | 5 | 21 | 24551.31 | 0.01 | 0.03 | R | F | 1992-02-08 | 1992-03-21 | 1992-02-16 | DELIVER IN PERSON | TRUCK | ietly regular ac
53988 | 45990 | 999 | 1 | 34 | 65823.66 | 0.09 | 0.05 | R | F | 1992-02-08 | 1992-03-22 | 1992-02-22 | COLLECT COD | TRUCK | rding to the permanent deposits. careful
58178 | 54204 | 9215 | 2 | 33 | 38220.6 | 0.02 | 0.04 | A | F | 1992-02-08 | 1992-02-22 | 1992-03-04 | COLLECT COD | SHIP | blithely even deposits solve carefully acc
69378 | 143316 | 5831 | 1 | 41 | 55731.71 | 0.01 | 0.03 | A | F | 1992-02-08 | 1992-02-12 | 1992-03-02 | NONE | REG AIR | ly above the blithely i
75840 | 37387 | 4897 | 1 | 6 | 7946.28 | 0.06 | 0.02 | R | F | 1992-02-08 | 1992-03-18 | 1992-02-11 | NONE | AIR | c, quiet dependencies 
80356 | 56472 | 8978 | 5 | 39 | 55710.33 | 0.03 | 0.08 | A | F | 1992-02-08 | 1992-04-19 | 1992-02-29 | COLLECT COD | MAIL | y ideas. slyly regular theodolites unwind
91941 | 87061 | 4586 | 4 | 29 | 30393.74 | 0.07 | 0.07 | R | F | 1992-02-08 | 1992-03-07 | 1992-02-19 | COLLECT COD | RAIL |  express gifts cajole blithely 
92228 | 149704 | 9705 | 6 | 46 | 80670.2 | 0.08 | 0.03 | R | F | 1992-02-08 | 1992-03-25 | 1992-03-07 | NONE | SHIP | s sleep blithely regular
95108 | 188081 | 8082 | 3 | 15 | 17536.2 | 0.10 | 0.05 | A | F | 1992-02-08 | 1992-02-29 | 1992-03-04 | NONE | RAIL | carefully special requests cajol
2688 | 58449 | 8450 | 5 | 22 | 30963.68 | 0.02 | 0.05 | R | F | 1992-02-09 | 1992-04-09 | 1992-02-11 | DELIVER IN PERSON | RAIL | press, ironic excuses wake carefully id
2983 | 162174 | 2175 | 1 | 44 | 54391.48 | 0.03 | 0.06 | R | F | 1992-02-09 | 1992-03-07 | 1992-03-09 | TAKE BACK RETURN | AIR | ly regular instruct
7684 | 112844 | 7867 | 1 | 46 | 85414.64 | 0.03 | 0.02 | R | F | 1992-02-09 | 1992-03-23 | 1992-02-25 | NONE | REG AIR | notornis print across the ironic patter
28129 | 96564 | 4092 | 6 | 5 | 7802.8 | 0.05 | 0.08 | R | F | 1992-02-09 | 1992-03-07 | 1992-02-10 | DELIVER IN PERSON | AIR | nal packages are. packages amo
77634 | 20625 | 5630 | 3 | 20 | 30912.4 | 0.06 | 0.06 | R | F | 1992-02-09 | 1992-03-26 | 1992-02-29 | DELIVER IN PERSON | TRUCK | usly regular exc
81603 | 158034 | 3065 | 2 | 12 | 13104.36 | 0.05 | 0.03 | A | F | 1992-02-09 | 1992-02-14 | 1992-02-17 | DELIVER IN PERSON | MAIL | kly unusual instructio
90023 | 123982 | 9007 | 3 | 23 | 46137.54 | 0.05 | 0.01 | R | F | 1992-02-09 | 1992-04-17 | 1992-02-27 | TAKE BACK RETURN | FOB | ajole fluffily fluffily even depths. depos
90439 | 18611 | 3614 | 1 | 9 | 13766.49 | 0.07 | 0.07 | A | F | 1992-02-09 | 1992-03-20 | 1992-02-24 | TAKE BACK RETURN | AIR | thely bold acco
92709 | 29811 | 4816 | 2 | 39 | 67891.59 | 0.05 | 0.08 | A | F | 1992-02-09 | 1992-04-19 | 1992-03-03 | COLLECT COD | REG AIR | c deposits 
95010 | 196336 | 3894 | 2 | 17 | 24349.61 | 0.05 | 0.04 | R | F | 1992-02-09 | 1992-04-23 | 1992-02-27 | NONE | AIR | refully final pinto beans nag. bold, reg
6278 | 63962 | 8975 | 5 | 8 | 15407.68 | 0.09 | 0.03 | R | F | 1992-02-10 | 1992-02-23 | 1992-03-01 | NONE | SHIP | ct furiously among the furiously fina
7107 | 145094 | 2637 | 6 | 1 | 1139.09 | 0.08 | 0.00 | A | F | 1992-02-10 | 1992-04-01 | 1992-03-05 | COLLECT COD | REG AIR | ias affix furiously. even r
22693 | 105047 | 68 | 4 | 6 | 6312.24 | 0.04 | 0.07 | R | F | 1992-02-10 | 1992-03-05 | 1992-02-29 | TAKE BACK RETURN | SHIP | s about the
23268 | 136841 | 1868 | 2 | 32 | 60090.88 | 0.08 | 0.02 | R | F | 1992-02-10 | 1992-02-26 | 1992-02-28 | COLLECT COD | SHIP | ial platelet
24448 | 1887 | 1888 | 1 | 36 | 64399.68 | 0.03 | 0.02 | A | F | 1992-02-10 | 1992-04-06 | 1992-02-26 | TAKE BACK RETURN | RAIL | ies. even packages use f
27137 | 117648 | 2671 | 1 | 33 | 54966.12 | 0.01 | 0.08 | R | F | 1992-02-10 | 1992-02-11 | 1992-02-28 | DELIVER IN PERSON | TRUCK | ect slyly. blithely pending requests h
28485 | 96316 | 3844 | 4 | 40 | 52492.4 | 0.02 | 0.05 | R | F | 1992-02-10 | 1992-02-15 | 1992-03-02 | NONE | TRUCK | ress deposits. courts are quic
28582 | 153423 | 8454 | 1 | 26 | 38386.92 | 0.04 | 0.05 | R | F | 1992-02-10 | 1992-03-09 | 1992-03-03 | COLLECT COD | RAIL |  alongside of the ca
37347 | 11085 | 6088 | 2 | 15 | 14941.2 | 0.05 | 0.03 | R | F | 1992-02-10 | 1992-03-03 | 1992-02-21 | COLLECT COD | TRUCK | nic deposits boost furiousl
38690 | 141278 | 3793 | 3 | 10 | 13192.7 | 0.03 | 0.03 | A | F | 1992-02-10 | 1992-04-11 | 1992-02-12 | TAKE BACK RETURN | RAIL | ck deposits wake slyly slyl
44802 | 27256 | 9759 | 2 | 19 | 22481.75 | 0.10 | 0.04 | R | F | 1992-02-10 | 1992-04-09 | 1992-02-26 | DELIVER IN PERSON | FOB | al, ironic foxes. carefully ironic
45984 | 169593 | 4626 | 3 | 24 | 39902.16 | 0.07 | 0.05 | A | F | 1992-02-10 | 1992-04-05 | 1992-02-24 | TAKE BACK RETURN | RAIL | lly final, specia
76803 | 122277 | 4790 | 1 | 16 | 20788.32 | 0.00 | 0.00 | R | F | 1992-02-10 | 1992-03-20 | 1992-03-11 | NONE | TRUCK | theodolites around the 
80034 | 179983 | 2501 | 2 | 12 | 24755.76 | 0.02 | 0.06 | R | F | 1992-02-10 | 1992-03-18 | 1992-02-22 | COLLECT COD | SHIP | . final, pending pi
83782 | 150971 | 3487 | 5 | 43 | 86944.71 | 0.00 | 0.04 | A | F | 1992-02-10 | 1992-02-23 | 1992-02-28 | NONE | TRUCK | ost slyly across the
84930 | 1258 | 3759 | 1 | 30 | 34777.5 | 0.04 | 0.01 | A | F | 1992-02-10 | 1992-02-21 | 1992-03-07 | TAKE BACK RETURN | RAIL | leep blithely
2755 | 91404 | 3914 | 1 | 19 | 26512.6 | 0.10 | 0.00 | R | F | 1992-02-11 | 1992-03-15 | 1992-02-14 | TAKE BACK RETURN | MAIL | furiously special deposits
9253 | 154658 | 7174 | 3 | 26 | 44528.9 | 0.09 | 0.06 | A | F | 1992-02-11 | 1992-03-28 | 1992-03-09 | COLLECT COD | TRUCK | regular notornis. iro
18275 | 77793 | 2808 | 4 | 7 | 12395.53 | 0.06 | 0.05 | A | F | 1992-02-11 | 1992-03-03 | 1992-03-04 | NONE | REG AIR | nts. special accou
36484 | 21436 | 6441 | 6 | 19 | 25791.17 | 0.00 | 0.08 | A | F | 1992-02-11 | 1992-04-28 | 1992-03-02 | COLLECT COD | FOB | ng dolphins. slyly pen
38597 | 71231 | 3739 | 3 | 20 | 24044.6 | 0.06 | 0.08 | R | F | 1992-02-11 | 1992-03-07 | 1992-03-07 | NONE | RAIL | beans are blithely deposi
44608 | 10402 | 403 | 3 | 20 | 26248 | 0.04 | 0.00 | R | F | 1992-02-11 | 1992-03-12 | 1992-02-13 | DELIVER IN PERSON | REG AIR | efully express instructions pro
45697 | 72316 | 9838 | 4 | 48 | 61838.88 | 0.02 | 0.06 | A | F | 1992-02-11 | 1992-03-13 | 1992-02-15 | COLLECT COD | SHIP | ickly bold theodolites 
45697 | 191427 | 1428 | 7 | 31 | 47071.02 | 0.05 | 0.01 | R | F | 1992-02-11 | 1992-02-11 | 1992-03-09 | TAKE BACK RETURN | SHIP | ironic, ironic platelets
56645 | 94418 | 4419 | 4 | 47 | 66383.27 | 0.05 | 0.01 | R | F | 1992-02-11 | 1992-03-21 | 1992-03-02 | NONE | SHIP | ounts integrate after the blithely regu
63655 | 72195 | 2196 | 1 | 6 | 7003.14 | 0.08 | 0.06 | R | F | 1992-02-11 | 1992-04-20 | 1992-02-16 | DELIVER IN PERSON | FOB | theodolites nag 
73287 | 168985 | 1502 | 1 | 27 | 55457.46 | 0.08 | 0.01 | A | F | 1992-02-11 | 1992-03-30 | 1992-03-10 | NONE | MAIL | packages haggle abo
78276 | 175203 | 5204 | 5 | 34 | 43458.8 | 0.02 | 0.04 | R | F | 1992-02-11 | 1992-02-23 | 1992-03-10 | TAKE BACK RETURN | FOB | s haggle since the bli
